Id,SalePrice
1453,50772599.772417925
1456,66245705.986161396
1457,44728241.02775628
1460,34569191.054802105
1463,98392249.95942695
1468,41291627.72999123
1471,70510400.54745795
1474,80530042.65407914
1475,62658696.9718369
1476,68660701.67410928
1478,60430409.2909353
1482,70649559.99250469
1483,65795741.31281086
1484,46017918.79732666
1485,72464607.14437594
1496,44231020.58026027
1497,47235362.74074047
1500,47795821.567577675
1506,53431519.81223409
1507,172493063.76336864
1509,54691022.020834945
1510,72446800.8897956
1513,75173609.12552117
1517,86066173.21683195
1518,34330066.06772775
1523,37193813.68763685
1524,41113795.792309076
1526,76758891.62368317
1529,57314947.112782724
1531,40853704.446701564
1535,82293999.20948626
1536,71543123.20215471
1538,45560003.39020078
1540,63095526.876645
1543,44092141.204338364
1545,59579205.02870965
1546,27355071.95772929
1557,85089240.22436778
1558,27462191.26343278
1559,58267171.81158856
1563,110378489.24283578
1568,51751896.67776736
1571,40502901.75922047
1578,58789111.4299782
1579,58477470.13402651
1584,53232691.81421308
1586,86653745.75475745
1604,69246261.50292553
1606,84698090.95776062
1610,81448645.6726295
1611,91211652.67136121
1618,63393904.93870662
1623,57777722.05682502
1624,53503997.8463887
1628,73793084.3460551
1633,51544426.0782381
1645,56721521.54983288
1649,84166051.85312988
1652,47601219.02608157
1653,55417477.254976355
1656,82893703.93234748
1662,40216757.156425476
1668,95436062.11741228
1670,42580005.67441267
1672,44670956.188335486
1673,79608330.69696577
1674,64115271.14503751
1677,54914115.93638471
1678,51838975.14715917
1679,43755381.22555227
1685,19769861.518128313
1692,69056690.42718987
1693,60112489.63048646
1696,60943019.95369734
1709,77504579.50019449
1711,93632694.95085745
1717,44422812.96727707
1718,62092938.487580076
1721,65732719.05522184
1722,45017541.17935896
1725,67427059.28109837
1726,114178992.3208807
1730,48132387.66741792
1731,49820811.039453894
1733,54942696.7529563
1737,23657615.05238516
1746,38599335.00744552
1747,63590702.23091074
1748,51776261.30132229
1749,57402690.09560414
1760,76407232.25494033
1761,55038612.71767837
1762,39915988.808334224
1768,78810851.8908722
1769,49214634.75967646
1770,61233387.5453796
1776,48379064.77361128
1781,39332989.76000099
1785,29308365.773003466
1792,44171993.710449666
1798,75420089.83299014
1812,96349835.32239516
1814,81039806.49849315
1817,37990891.91537976
1818,39474121.085590415
1822,76010950.54632376
1823,50880791.72424666
1829,91359329.47296031
1838,25469309.1357683
1845,80315177.33853626
1851,66651567.1518662
1855,34256540.193500325
1856,47531153.14728518
1858,59774088.6939791
1865,45037527.07722446
1866,65412504.41835061
1867,43041928.487460315
1868,49791729.40279826
1876,55397656.60976171
1878,53915280.76398127
1879,49239554.40998872
1882,42722386.3008275
1883,48261707.470584095
1887,79793011.1387821
1895,39619140.868627734
1898,46140131.566192456
1904,62672486.515151925
1908,41807111.52506387
1917,40112657.45808445
1918,44406481.886768766
1920,69469682.56801184
1922,40858190.562002435
1923,58717754.08975754
1931,40497297.62104472
1935,93987652.34562716
1936,45522490.37192119
1939,64625849.21722201
1943,58688384.51692023
1944,95003591.91455348
1946,45534111.70626023
1952,59226007.848590486
1954,57452823.0331183
1958,53215293.25193152
1964,51022175.048632205
1966,84793988.56653403
1969,68470617.58550704
1977,45358753.55646268
1980,34599741.56179004
1984,53278487.9448294
1985,58269676.471199445
1988,87622389.07224108
1989,76790927.16308704
1991,53611477.19229178
1992,40830634.79927034
1997,38836248.56935304
1999,85003017.93371592
2003,57004563.3003278
2005,72276976.31909485
2010,41289370.19441112
2012,61896144.48789776
2016,67486510.28030309
2017,35319896.060990036
2022,45434215.94990665
2023,41722018.35645007
2035,55511400.18600834
2036,51102712.58502101
2040,39323195.33422977
2042,112355625.41707256
2043,65833753.507826276
2055,39447041.21490592
2056,53469705.7939002
2059,27600893.64923
2064,60609747.43366013
2066,86052395.0042667
2070,35258917.43033816
2071,50454321.657836296
2078,57955319.50224777
2080,48679506.337857455
2085,74382970.14574672
2089,40647206.66894151
2090,55167781.294384606
2092,66262817.47595318
2094,57500810.20858779
2095,49532180.08188136
2098,108451071.06139275
2099,49003249.97987968
2103,83987739.57003005
2120,85834117.70443925
2122,39744714.876713276
2123,38786154.7103202
2134,49363490.38720634
2135,64233443.165442914
2136,66635711.649635054
2143,66224314.78829742
2145,56388231.37795942
2146,59134078.41776369
2148,76482324.27681133
2155,40549574.39997575
2156,67006554.20195125
2157,73134062.19586596
2159,48606508.12593539
2161,29699720.352147393
2164,86761284.18109666
2165,54716908.96858799
2169,43368602.6385114
2171,64442438.62316413
2180,54075977.151746236
2182,38331275.61267967
2184,46548035.930827454
2185,48734596.744868286
2188,23636603.30753611
2191,59879356.71810473
2192,71532338.40985925
2196,72947830.90786119
2198,85485533.94824812
2204,67473338.22278304
2210,49701196.48853193
2213,72424046.97650704
2215,78567528.82605311
2219,81759148.2034515
2221,113506736.56130615
2224,78956943.36972736
2228,92597831.3454985
2232,73133839.22205986
2239,56795911.20110736
2246,93563254.58531423
2247,63139963.76410962
2249,112235489.52219892
2251,69827887.38970272
2254,67058898.046606265
2256,41293772.42558229
2259,50844459.079409614
2263,63270412.75497151
2266,41796161.705927745
2271,59238907.40271156
2274,36224348.486926585
2275,108505930.92168218
2280,66567604.27896765
2281,64597599.71662765
2291,73789728.18361203
2292,68960047.44281441
2295,61486034.99900808
2297,74142594.20279244
2299,92246465.40049006
2302,50762043.39305872
2303,71778300.16029434
2304,36794022.418807544
2308,41656396.223883435
2312,69124516.04165284
2314,45919629.73330593
2315,65803276.2392992
2316,54444604.04856161
2320,65999334.161289476
2321,96472885.995012
2322,37507670.67597905
2325,76197599.44182804
2336,40694488.466788284
2340,51994389.62584249
2341,60142486.68827339
2342,43504289.73956833
2345,103988812.46866561
2346,94578034.72123225
2347,49149003.1308606
2354,57569592.071130104
2357,47985357.32627696
2359,81532845.59377193
2360,71036959.8448273
2361,53098662.97778996
2362,53126544.6556458
2366,49449508.19087277
2367,46743062.93736116
2370,84645442.97368097
2373,96724169.97645217
2376,70364707.14630051
2378,65403698.04082008
2382,78547502.10295722
2387,66734114.97077626
2392,81737926.07136904
2395,46061900.92269427
2396,50435983.9201799
2397,88046411.59268473
2399,66035637.66998897
2401,65418328.96559075
2402,45632256.560574
2407,77012035.23890953
2411,43409487.47062466
2414,60728058.61142544
2418,70529729.44113596
2419,84031057.56059986
2424,46949526.258443065
2427,83195470.63198274
2430,54437578.00028347
2439,62503751.99710421
2441,54548024.386018604
2442,47930823.99941771
2446,54752227.845366225
2447,68648206.62034266
2452,69484532.78477165
2457,65038834.57506978
2458,52778254.74708152
2462,56051974.900594175
2465,77035544.06268328
2467,65517804.58315009
2473,91740191.01677991
2478,48911315.03771307
2479,92422139.30728152
2482,81001326.24458605
2485,68917468.91574857
2488,57750707.31460265
2494,63155088.856039405
2500,49644028.20712909
2509,48495766.26579102
2512,118772805.8466919
2514,37475242.80668686
2515,55005046.62059965
2516,61895552.84102612
2518,42187401.4186214
2519,80387451.3473317
2520,58682486.222620815
2527,77985246.68497014
2532,78040901.23872095
2538,87390568.93491824
2539,56442172.101270154
2543,55077799.53216399
2551,93266567.52528371
2554,54493144.87201918
2555,77840935.75385977
2557,47638434.241912
2561,77410279.5598713
2563,82945584.28257795
2564,54302013.53427965
2570,73425949.81437145
2571,63366658.35421444
2576,43564040.1828908
2582,60028407.33060295
2584,94305854.03902896
2587,60800529.42135547
2589,108910081.36723241
2591,44793979.58179618
2597,36006985.46981266
2602,48732800.133364104
2605,62168485.010040365
2610,78644340.06433795
2611,40816092.54735954
2614,87606972.02326149
2616,62908130.51727158
2617,53144613.92551761
2620,79002659.16135739
2623,59295320.70645538
2631,94000530.57188995
2638,71926661.21500403
2639,56699360.06227881
2645,47388599.852766484
2647,70641025.04171906
2648,74667276.10543804
2650,73984654.34768903
2652,55763444.10319939
2656,44709352.62341607
2658,50527219.141222395
2661,65474055.11761584
2665,86905972.66369967
2673,43692102.687167495
2678,43624312.96831238
2679,55716358.083661914
2680,50321883.68471237
2685,41604151.8068332
2695,52650280.96050959
2698,99328913.12073976
2700,54955298.73671044
2706,75431529.32039733
2708,62815776.65227202
2709,62882680.00751646
2711,80461101.41366845
2718,41799993.17315442
2719,44717934.14343918
2721,54609196.18215375
2725,63504323.22058981
2726,41319946.69214364
2732,114760784.21062778
2733,74373957.1004228
2739,55045742.89205136
2747,69900651.34181328
2751,111020735.36923192
2754,50182102.61925447
2755,78452531.65345408
2756,57471873.11438178
2758,52295222.85364424
2763,62693249.124444805
2764,83269497.71480818
2765,62776442.00073019
2766,50022383.29824092
2768,45197389.94498079
2781,85026591.78203811
2784,48366196.46227837
2785,44100178.792935595
2786,47282958.784184344
2796,81515062.20263213
2797,62337371.7972179
2801,67203407.87408519
2805,44002773.95242523
2806,50790992.55716987
2812,60570009.45173091
2817,97170050.0784995
2822,71401030.13701382
2825,40749560.80235313
2828,56765029.06993534
2831,56580855.940966815
2843,61490447.37803
2845,40519403.22574869
2847,44862520.47516413
2855,68070515.75691794
2856,61522732.22863924
2859,66423431.64897869
2865,29340253.856040183
2867,64739474.881434724
2869,36169257.65042994
2870,88082705.84855552
2874,36155809.219500825
2876,55499318.1359622
2889,61998457.250727676
2892,56994099.090214044
2895,66211827.537344895
2898,69354168.50340047
2901,81899143.35259952
2902,92530488.34225021
2908,74819809.07739486
2909,70328391.33372232
2916,96375632.7377476
2917,63740355.24523258
2919,73582412.31257926
2921,79265705.22526959
2922,51113433.25763714
2925,40969967.39947712
2928,42675420.10394472
